Title	Compound	Photographer	Date	Subjects	Notes	Type	Original Format/Size	Digital Format	Digital Collection	Repository	Repository Collection	Repository Collection Guide	Restrictions	Cite As	Contact and Ordering Information	Item Number	Item URL	Collection URL	Collection Source	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
Merry Countess Chorus Girls	Done	Unity Photo co., 168 W. 46th St., New York, N.Y.	ca. 1900	Actors--Photographs	Group of chorus girls in "The Merry Countess" opening Tulane, coming.; Group portrait in costume.	Image	Gelatin silver prints; 7.75" x 9.75"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160035v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/200	200	201.jpg		/LSU_ACT/image/201.jpg
Victor Morley	Done	Mishkin Studio, 467 5 Ave., New York, N.Y.	ca. 1900	Actors--Photographs	Victor Morley, The Quaker Girl, Tulane next Oct. 20; 3/4 portrait, seated	Image	Gelatin silver prints; 6.75' x 8.75"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160036r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/201	201	202.jpg		/LSU_ACT/image/202.jpg
Victor Morley	Done	Mishkin Studio, 467 5 Ave., New York, N.Y.	ca. 1900	Actors--Photographs	Victor Morley, The Quaker Girl, Tulane next Oct. 20; 3/4 portrait, seated	Image	Gelatin silver prints; 6.75' x 8.75"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160036v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/202	202	203.jpg		/LSU_ACT/image/203.jpg
Tim Murphy	Done	White, New York	ca. 1900	Actors--Photographs	Tim Murphy in "The New Code" at the Dauphine; Profile.	Image	Gelatin silver prints; 5.75" x 7.25"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160037r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/203	203	204.jpg		/LSU_ACT/image/204.jpg
Tim Murphy	Done	White, New York	ca. 1900	Actors--Photographs	Tim Murphy in "The New Code" at the Dauphine; Profile.	Image	Gelatin silver prints; 5.75" x 7.25"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160037v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/204	204	205.jpg		/LSU_ACT/image/205.jpg
Charles A. Murray	Done	White, New York	ca. 1900	Actors--Photographs	Chas. A. Murray with "Alma, where Do You Live?" Tulane; 1/4 portrait.	Image	Gelatin silver prints; 5.75" x 8.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160038r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/205	205	206.jpg		/LSU_ACT/image/206.jpg
Charles A. Murray	Done	White, New York	ca. 1900	Actors--Photographs	Chas. A. Murray with "Alma, where Do You Live?" Tulane; 1/4 portrait.	Image	Gelatin silver prints; 5.75" x 8.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160038v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/206	206	207.jpg		/LSU_ACT/image/207.jpg
Alla Nazimova	Done	C. M. Hayes & Co., Detroit	ca. 1900	Actors--Photographs	Mme. Nazimova at the Dauphine next Sunday; 3/4 profile.	Image	Gelatin silver prints; 3.25" x 7.25"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160039r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/207	207	208.jpg		/LSU_ACT/image/208.jpg
Alla Nazimova	Done	C. M. Hayes & Co., Detroit	ca. 1900	Actors--Photographs	Mme. Nazimova at the Dauphine next Sunday; 3/4 profile.	Image	Gelatin silver prints; 3.25" x 7.25"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160039v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/208	208	209.jpg		/LSU_ACT/image/209.jpg
Battling Nelsen	Done	unknown	1911	Actors--Photographs	With best wishes from Battling Nelsen [?] 1911. New Orleans, La.; Post card.	Image	Gelatin silver prints; 3.375" x 5.375"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160040r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/209	209	210.jpg		/LSU_ACT/image/210.jpg
Battling Nelsen	Done	unknown	1911	Actors--Photographs	With best wishes from Battling Nelsen [?] 1911. New Orleans, La.; Post card.	Image	Gelatin silver prints; 3.375" x 5.375"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160040v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/210	210	211.jpg		/LSU_ACT/image/211.jpg
